regulators	output
ABF3,NAC002	AT2G45400,AT2G28400,AT3G53230,AT4G11660,AT1G33055,AT4G17840,AT3G05490,AT4G39040,AT4G04620,AT3G26510,AT1G23000,AT3G19590,AT1G64780,AT5G01370,AT1G17140,AT2G28110,AT5G05740,AT5G53970,AT2G18550,AT5G25190,AT5G12940,AT2G43060,AT5G51545,AT5G52320,AT3G08030,AT5G15470,AT5G61570,AT1G09450,AT5G22940,AT4G30270,AT1G26800,AT1G05100,AT5G23940,AT1G58270,AT2G14750,AT4G16690,AT3G61260,AT5G07000,AT1G44110,AT2G22430,AT5G16715,AT2G38400,AT1G23040,AT5G60850,AT1G71970,AT5G01840,AT5G44260,AT1G14890,AT3G24190,AT5G54300,AT5G17850,AT3G61610,AT2G37750,AT1G06640,AT1G22640,AT1G61890,AT1G58340,AT4G10390,AT4G37890,AT5G22880,AT5G51670,AT1G08630,AT2G40610,AT1G73480,AT2G36080,AT1G63680,AT5G06760,AT3G59940,AT1G25560,AT2G25900,AT2G45570,AT1G06430,AT5G47560,AT5G14780,AT1G06570,AT4G28040,AT1G22910,AT5G37540,AT3G12500,AT3G08670,AT4G15550,AT4G28720,AT5G11890,AT3G18170,AT5G11090,AT2G41010,AT5G58770,AT5G27320,AT3G14280,AT5G50360,AT1G01120,AT1G17700,AT2G16660,AT5G14690,AT5G48150,AT5G54670,AT4G36530,AT1G04250,AT1G71030,AT4G30530,AT5G43450,AT1G15670,AT5G63800,AT5G18490,AT2G27830,AT4G14150,AT5G43260,AT5G66700,AT3G14067,AT3G53190,AT3G16910,AT4G02280,AT3G48020,AT4G14010,AT5G19860,AT2G42900,AT2G38120,AT5G55180,AT5G05410,AT4G38860,AT5G18130,AT5G06980,AT2G19570,AT4G30620,AT2G13360,AT1G76490,AT1G64660,AT1G19850,AT3G61460,AT1G62770,AT5G39610,AT5G58650,AT5G09440,AT3G29575,AT3G58120,AT5G57900,AT1G64640,AT1G79270,AT3G27360,AT1G23030,AT4G39940,AT5G51210,AT1G70200,AT5G04340,AT2G45210,AT1G08510,AT1G69260,AT5G25350,AT5G23730,AT1G09530,AT2G31750,AT2G36270,AT4G05020,AT5G23210,AT1G27670,AT5G13930,AT1G03630,AT5G57660,AT2G02710,AT1G20490,AT3G44610,AT3G49220,AT5G65380,AT5G01520,AT5G54080,AT5G52950,AT1G07430,AT5G52570,AT2G16440,AT4G27657,AT5G03555,AT1G23390,AT3G49780,AT5G13330,AT3G04000,AT5G01820,AT5G61000,AT4G01870,AT3G21260,AT1G68620,AT4G14550,AT4G14690,AT3G17520,AT4G11175,AT3G57010,AT1G32550,AT3G21710,AT4G13180,AT5G61810,AT3G06760,AT2G37470,AT5G15410,AT3G08740,AT3G11660,AT4G24750,AT3G63190,AT4G15800,AT2G37640,AT4G37510,AT3G03270,AT5G57170,AT5G05220,AT5G57240,AT1G31800,AT2G35950,AT3G15770,AT5G47610,AT5G66080,AT1G53560,AT2G29090,AT4G17245,AT1G10740,AT4G33660,AT2G33830,AT4G34770,AT3G13720,AT1G26570,AT4G17470,AT5G05860,AT1G69480,AT4G30390,AT3G09540,AT5G64330,AT4G20870
ZAT6,NAC002	AT3G26510,AT2G45400,AT2G28400,AT3G53230,AT4G11660,AT1G33055,AT4G17840,AT3G05490,AT4G39040,AT4G04620,AT5G05740,AT5G53970,AT5G23940,AT2G14750,AT5G01370,AT1G17140,AT4G16690,AT1G23040,AT5G44260,AT2G18550,AT5G25190,AT2G37750,AT2G43060,AT1G06640,AT5G52320,AT1G63680,AT5G15470,AT5G06760,AT5G55220,AT5G22940,AT4G30270,AT1G26800,AT1G05100,AT1G06570,AT1G58270,AT3G12500,AT5G58770,AT2G26170,AT5G50360,AT1G44110,AT2G22430,AT2G16660,AT2G38400,AT5G14690,AT5G60850,AT1G71970,AT5G01840,AT3G27160,AT1G14890,AT3G24190,AT5G54300,AT5G17850,AT3G61610,AT5G43450,AT3G16910,AT1G22640,AT1G61890,AT1G58340,AT4G10390,AT4G37890,AT3G48020,AT5G51670,AT1G08630,AT2G40610,AT1G73480,AT2G36080,AT5G19860,AT2G30140,AT5G64230,AT2G42900,AT2G25900,AT5G05410,AT4G01730,AT5G47560,AT5G14780,AT5G46580,AT4G28040,AT5G06980,AT5G37540,AT2G27580,AT3G08670,AT4G15550,AT2G19570,AT5G11890,AT3G18170,AT2G13360,AT2G41010,AT1G64660,AT5G27320,AT3G14280,AT5G58650,AT1G01120,AT5G57900,AT4G36740,AT1G22190,AT5G48150,AT5G64580,AT1G08510,AT1G04250,AT1G71030,AT4G30530,AT4G05020,AT5G65380,AT5G63800,AT5G18490,AT2G27830,AT5G54080,AT5G43260,AT5G66700,AT3G14067,AT3G53190,AT5G20700,AT4G02280,AT5G52950,AT5G52570,AT1G76240,AT5G03555,AT2G38120,AT3G04000,AT5G47370,AT1G17650,AT5G18130,AT5G61000,AT4G01870,AT4G30620,AT3G18560,AT1G76490,AT4G13180,AT1G19850,AT3G61460,AT5G61810,AT5G39610,AT3G08740,AT5G09440,AT3G29575,AT3G58120,AT4G24750,AT1G64640,AT1G79270,AT3G27360,AT1G23030,AT4G39940,AT3G63190,AT1G70200,AT5G05220,AT2G45210,AT1G55910,AT5G47610,AT5G25350,AT5G23730,AT5G66080,AT2G31750,AT2G36270,AT1G53560,AT5G23210,AT1G27670,AT5G13930,AT1G03630,AT5G57660,AT2G02710,AT1G20490,AT3G44610,AT3G49220,AT4G27860,AT5G01520,AT3G09540,AT5G49360,AT4G30390,AT1G69480,AT2G16440,AT4G27657,AT5G05860,AT1G23390,AT3G49780,AT5G13330,AT2G25680,AT5G01820,AT1G26570,AT4G37040,AT3G21260,AT1G68620,AT4G14550,AT2G33830,AT3G17520,AT4G11175,AT3G57010,AT1G32550,AT3G21710,AT4G33660,AT1G10740,AT3G06760,AT2G37470,AT5G15410,AT1G07750,AT3G11660,AT2G29090,AT4G11360,AT4G15800,AT2G37640,AT4G37510,AT3G03270,AT3G15770,AT2G01570,AT2G35950,AT1G31800
ERF003,NAC002	AT5G04760,AT2G18700,AT5G51545,AT3G26510,AT2G45400,AT2G28110,AT1G06080,AT3G12050,AT1G07430,AT5G55180,AT1G07370,AT2G01570,AT1G48000,AT3G06770,AT3G59940,AT4G33660,AT1G25560,AT1G53700,AT4G32890,AT1G12240,AT2G33830,AT5G01820,AT2G28400,AT2G37640,AT5G11090,AT2G39220,AT5G57660,AT1G14730,AT3G19580,AT4G11660,AT1G64500,AT3G44610,AT4G17840,AT1G69260,AT5G23730,AT5G08020,AT1G73590,AT1G23040,AT5G13330,AT5G50360,AT2G38120,AT3G03270,AT1G71030,AT1G04250,AT4G30390,AT5G11890,AT5G14690,AT4G15800,AT2G29090,AT5G44260,AT5G54300,AT4G37040,AT2G43060,AT1G23390,AT2G16440,AT3G09540,AT1G63680,AT3G49220,AT1G14890,AT1G20490,AT5G13930,AT1G27670,AT1G06570,AT1G73480,AT2G36080,AT5G19860,AT2G36270,AT5G01840,AT5G58770,AT2G25900,AT1G71970,AT4G01730,AT5G47560,AT4G39940,AT1G05100,AT1G58270,AT1G76490,AT3G18560,AT2G27580,AT3G08670,AT4G15550,AT2G19570,AT5G64230,AT3G18170,AT3G14067,AT2G41010,AT1G64660,AT2G27830,AT5G63800,AT4G28040,AT5G04340,AT2G22430,AT5G64580,AT1G22190,AT5G60850
SPCH,NAC002	AT5G47370,AT1G64780,AT5G05410,AT5G51600,AT3G61260,AT1G09530,AT4G28720,AT2G35950,AT5G49360,AT4G39040,AT5G61570,AT5G23940,AT2G45400,AT2G28110,AT5G07000,AT5G16715,AT1G07430,AT3G15190,AT5G55180,AT3G05490,AT3G13720,AT1G26570,AT2G28400,AT2G37750,AT2G21790,AT3G21260,AT3G27160,AT1G08630,AT3G03270,AT4G14150,AT5G01520,AT1G06190,AT1G61890,AT3G48580,AT1G53560,AT3G29575,AT1G53700,AT1G32550,AT2G33830,AT5G66700,AT5G57170,AT5G61810,AT4G30530,AT1G70200,AT3G61380,AT4G28040,AT4G04890,AT3G18170,AT5G22940,AT1G73480,AT1G76490,AT1G05100,AT2G36270,AT5G47560,AT1G23390,AT2G25900,AT1G58270,AT4G15550,AT5G63800,AT1G69610,AT4G17245,AT2G19570,AT1G64660,AT3G08670,AT5G04340,AT3G04760,AT3G58120,AT5G52520,AT2G37640,AT5G28640,AT4G01730,AT5G54080,AT5G20700,AT4G02280,AT2G39220,AT5G54300,AT3G18560,AT2G27580,AT2G36080,AT5G48150,AT1G06570,AT5G57900,AT4G15800,AT4G11660,AT2G41010,AT1G20490,AT4G37890,AT4G11360,AT1G22640,AT3G49220,AT2G22430,AT1G64500,AT1G07750,AT1G44110,AT5G15410,AT1G10740,AT5G05740,AT4G05020,AT5G65380,AT5G58650,AT5G18490,AT5G66080,AT3G61610,AT5G43260,AT2G40610,AT5G27320,AT3G53190,AT5G25350,AT2G43060,AT4G17840,AT5G52570,AT5G06980,AT3G24190,AT3G16910,AT1G06640,AT5G05860,AT4G27657,AT5G13330,AT5G61000,AT4G01870,AT4G30620,AT1G26800,AT2G16660,AT4G13180,AT1G08510,AT5G14690,AT5G11890,AT5G25190,AT1G03630,AT2G42900,AT3G19580,AT4G30390,AT2G30140,AT5G43450,AT1G71030,AT5G52320,AT1G68620,AT5G47610,AT3G63190,AT2G45210,AT5G14780
HEC1,AtbZIP52	AT5G64260,AT4G30270,AT2G38530,AT5G06980,AT5G57340,AT1G64780,AT5G37540,AT2G39010,AT2G18700,AT5G64330,AT5G09440,AT2G42380,AT1G07090,AT3G27170,AT1G14730,AT1G10140,AT5G65380,AT4G39040,AT3G44610,AT3G02170,AT2G26910,AT5G55180,AT3G06020,AT4G34770,AT5G51670,AT1G18370,AT3G16850,AT3G49220,AT2G41760,AT1G70985,AT5G23870,AT2G19810,AT5G04340,AT5G51210,AT3G06770,AT5G22940,AT1G01120,AT1G05100,AT3G59940,AT5G13500,AT5G09870,AT2G33830,AT2G06850,AT2G31750,AT3G48580,AT5G50335,AT5G01520,AT5G53970,AT5G15410,AT1G52880,AT4G38690,AT1G76490,AT3G05490,AT3G50340,AT3G54990,AT1G79700,AT3G18550,AT1G22190,AT1G75590,AT4G27260,AT4G14130,AT4G14770,AT1G15670,AT1G03457,AT5G54510,AT1G25560,AT1G71960,AT3G58120,AT3G19590,AT1G04310,AT2G39420,AT1G06980,AT1G09070,AT2G42620,AT2G44130,AT4G23820,AT1G15660,AT4G27280,AT4G02530,AT5G19120,AT4G01120,AT3G17100,AT5G02760,AT4G35770,AT4G34000,AT3G55960,AT3G54510
PIF3,AtbZIP52	AT1G07090,AT4G34000,AT2G42620,AT3G58120
ERF014,AtbZIP52	AT5G55180,AT1G31710,AT5G09870,AT5G55740,AT5G57340,AT1G09070,AT4G33660,AT3G59940,AT5G19110,AT2G06850,AT1G76490,AT2G35150,AT3G49220,AT4G16390
SVP,AtbZIP52	AT2G26910,AT1G15670,AT1G64780,AT4G16390,AT3G13120,AT5G06980,AT5G09440,AT4G14130,AT1G75590,AT1G31800,AT1G18370,AT2G18700,AT4G33660,AT1G31710,AT5G64230,AT1G44830,AT5G03555,AT2G39010,AT4G36740,AT5G55180,AT4G14770,AT5G53970,AT2G35150,AT5G51670,AT4G11175,AT5G22340,AT1G06550,AT5G13500,AT1G01120,AT4G30270,AT4G39040,AT3G58120,AT5G51560,AT1G79700,AT2G04032,AT4G36180,AT5G54510,AT5G63950,AT1G14730,AT5G51210,AT3G53230,AT1G09070,AT4G19100,AT4G02800,AT5G57340,AT1G76490,AT4G34000,AT1G30130,AT3G44610,AT1G06980,AT5G48850,AT1G15660,AT3G19590,AT5G02760,AT3G50070,AT3G54990,AT5G49170,AT1G19940,AT5G51600,AT5G22940
ABF3,AtbZIP52	AT1G64780,AT3G53230,AT4G01120,AT5G16715,AT4G14770,AT3G19590,AT3G08970,AT1G44830,AT3G05490,AT1G09070,AT5G53970,AT4G02800,AT1G15670,AT4G21820,AT1G05100,AT4G02530,AT2G19810,AT1G76490,AT2G44130,AT4G30270,AT1G61890,AT3G49780,AT2G39010,AT1G15660,AT3G23670,AT5G56540,AT5G51670,AT1G30130,AT5G55740,AT1G71960,AT5G51560,AT2G38530,AT2G42380,AT4G38690,AT5G64330,AT3G59940,AT1G31710,AT4G23820,AT5G37540,AT5G57340,AT5G22940,AT1G70070,AT5G06980,AT1G01120,AT4G39040,AT5G65380,AT5G09870,AT3G02170,AT3G23580,AT1G25560,AT1G19940,AT1G79700,AT4G11175,AT3G49220,AT2G31750,AT5G23870,AT5G09440,AT3G50070,AT1G22910,AT1G07090,AT4G17170,AT5G13500,AT5G49170,AT1G20490,AT4G35770,AT3G54510,AT3G44610,AT3G48350,AT1G64640,AT2G33830,AT3G50340,AT3G55960,AT5G03555,AT3G58120,AT5G56580,AT5G01520,AT2G39420,AT4G24750,AT3G24495,AT3G54990,AT1G13990,AT5G04340,AT1G18370,AT5G64260,AT4G30130,AT5G19120,AT3G09050,AT3G16000,AT1G06550,AT5G55180,AT4G33660,AT4G34770,AT5G51210,AT5G54080,AT1G75590,AT4G36180,AT1G31800,AT1G80110,AT5G15410,AT4G30620,AT5G61810,AT3G57060,AT3G17100
ZAT6,AtbZIP52	AT3G17100,AT4G01120,AT3G53230,AT3G08970,AT5G53970,AT4G21820,AT2G44130,AT1G15660,AT1G44830,AT3G05490,AT5G64230,AT4G23820,AT5G06980,AT5G65380,AT3G50070,AT1G05100,AT4G17170,AT2G19810,AT1G76490,AT1G52880,AT4G30270,AT1G61890,AT3G49780,AT2G39010,AT5G03555,AT2G28250,AT5G56540,AT5G51670,AT1G30130,AT5G56580,AT1G71960,AT1G76310,AT2G38530,AT2G42380,AT4G38690,AT4G24750,AT1G13990,AT1G31710,AT4G36740,AT5G37540,AT5G57340,AT5G22940,AT1G70070,AT4G30130,AT1G01120,AT4G39040,AT3G13120,AT5G09870,AT5G19120,AT1G04310,AT5G54080,AT1G19940,AT1G79700,AT4G11175,AT3G49220,AT2G31750,AT5G23870,AT5G09440,AT5G46580,AT4G36180,AT1G07090,AT1G80110,AT5G13500,AT5G61810,AT1G20490,AT4G35770,AT4G27280,AT3G44610,AT3G48350,AT1G64640,AT2G33830,AT3G50340,AT3G55960,AT2G38760,AT3G58120,AT5G37770,AT5G01520,AT2G39420,AT2G06850,AT3G24495,AT2G42620,AT3G57060,AT4G30620,AT1G18370,AT5G64260,AT4G34000,AT1G48610,AT5G15410,AT1G22190,AT1G31800,AT4G27260,AT4G33660
ERF003,AtbZIP52	AT4G33660,AT5G04340,AT3G17100,AT1G09070,AT5G55740,AT1G14730,AT4G21820,AT3G59940,AT2G18700,AT2G44130,AT5G19110,AT1G25560,AT5G64230,AT1G06980,AT2G33830,AT3G54510,AT3G18110,AT2G44230,AT5G22340,AT3G50340,AT5G55180,AT5G64260,AT1G80110,AT1G10140,AT3G44610,AT3G06770,AT1G71960,AT1G07090,AT1G30130,AT1G22190,AT5G23870,AT1G48610,AT5G19120,AT2G42620,AT3G24495,AT1G20490,AT1G05100,AT4G36180,AT3G49220,AT1G76490,AT2G42380,AT1G52880
SPCH,AtbZIP52	AT5G04340,AT1G64780,AT4G01120,AT4G02800,AT5G01520,AT5G16715,AT5G51600,AT1G09070,AT2G26910,AT5G54080,AT5G65020,AT4G39040,AT1G75590,AT4G34000,AT3G05490,AT1G61890,AT1G31710,AT5G37770,AT3G55960,AT3G48350,AT4G14200,AT5G61810,AT3G15190,AT1G79700,AT5G49170,AT4G38690,AT1G71960,AT1G07090,AT5G02760,AT5G02710,AT4G23820,AT1G76490,AT1G05100,AT5G06980,AT1G20490,AT3G58120,AT5G13500,AT3G49220,AT5G19120,AT2G44230,AT1G04310,AT3G48580,AT3G13120,AT2G33830,AT2G19810,AT5G23870,AT5G15410,AT5G22940,AT4G30620,AT2G06850,AT2G39420,AT1G80110,AT5G65380,AT3G50070,AT5G55180,AT2G38530,AT4G27280,AT4G35770
ZAT10,PIF3	AT5G67060,AT1G53180,AT3G45600,AT1G71970,AT5G25190,AT2G46270,AT1G07090,AT4G34000,AT2G42620
SVP,PIF3	AT5G67060,AT4G28720,AT1G06850,AT1G11210,AT3G29575,AT1G53180,AT1G56600,AT2G46270,AT4G34000,AT3G58120
GBF3,PIF3	AT5G67060,AT4G28720,AT1G11210,AT5G22290,AT3G29575,AT1G53180,AT1G56600,AT3G45600,AT1G71970,AT1G69260,AT1G07090,AT4G34000,AT2G42620,AT3G58120
GBF2,PIF3	AT5G67060,AT4G28720,AT1G11210,AT5G22290,AT3G29575,AT1G53180,AT1G56600,AT3G45600,AT1G71970,AT1G69260,AT1G07090,AT4G34000,AT2G42620,AT3G58120
ABF3,PIF3	AT5G67060,AT4G28720,AT1G06850,AT1G11210,AT5G22290,AT3G29575,AT1G53180,AT1G56600,AT3G45600,AT1G71970,AT5G25190,AT1G69260,AT1G07090,AT3G58120
ATHB_40,PIF3	AT5G67060,AT4G28720,AT1G11210,AT3G29575,AT1G53180,AT1G56600,AT3G45600,AT1G71970,AT5G25190,AT1G69260,AT1G07090,AT4G34000,AT2G42620,AT3G58120
SPCH,PIF3	AT4G28720,AT1G06850,AT1G11210,AT3G29575,AT1G53180,AT5G25190,AT2G46270,AT1G07090,AT4G34000,AT3G58120
ATHB_53,PIF3	AT4G28720,AT1G11210,AT3G29575,AT3G45600,AT1G71970,AT5G25190,AT1G69260,AT1G07090,AT3G58120
DOF5_4,PIF3	AT4G28720,AT1G11210,AT1G53180,AT5G25190,AT4G34000,AT2G42620
NAC002,PIF3	AT4G28720,AT3G29575,AT1G71970,AT5G25190,AT1G69260,AT3G58120
ANAC032,PIF3	AT4G28720,AT1G11210,AT5G22290,AT1G53180,AT1G56600,AT3G45600,AT1G71970,AT5G25190,AT2G46270,AT1G07090,AT4G34000,AT3G58120
ATHB_21,PIF3	AT4G28720,AT1G11210,AT3G45600,AT1G71970,AT5G25190,AT1G07090
ATHB_6,PIF3	AT4G28720,AT1G11210,AT1G53180,AT5G25190
WRKY18,PIF3	AT4G28720,AT1G11210,AT3G29575,AT1G53180,AT1G56600,AT3G45600,AT5G25190,AT2G46270,AT1G69260,AT2G42620,AT3G58120
HAT2,PIF3	AT4G28720,AT3G29575,AT1G56600,AT2G46270,AT1G07090,AT2G42620
HEC1,PIF3	AT4G28720,AT1G06850,AT1G11210,AT3G29575,AT1G53180,AT1G56600,AT3G45600,AT1G71970,AT5G25190,AT2G46270,AT1G69260,AT1G07090,AT4G34000,AT2G42620,AT3G58120
BRC1,PIF3	AT1G11210,AT3G29575,AT1G53180,AT1G56600,AT3G45600,AT1G71970,AT2G46270,AT1G69260,AT1G07090,AT4G34000,AT3G58120
DREB2A,PIF3	AT1G53180,AT1G56600,AT4G34000
BRC1,MYB3	AT3G58120,AT2G45960,AT4G27657,AT1G01370,AT1G11210,AT3G14067,AT3G29575,AT1G53180,AT1G56600,AT3G45600,AT1G71970,AT2G29510,AT1G01620,AT1G69260,AT1G07090,AT3G03870,AT5G60850,AT5G61810,AT1G01120,AT2G44080,AT5G06980,AT3G05910,AT2G27830,AT1G30130,AT2G40970,AT2G40900,AT2G22850,AT2G31750,AT2G26170,AT3G10985,AT5G15410,AT2G38820,AT1G05100,AT1G80110,AT1G03610,AT3G14595,AT2G21185,AT5G61820,AT5G37540,AT5G47370,AT2G21180,AT2G43060,AT5G60210,AT4G14550,AT3G17800,AT2G39010,AT3G17100,AT3G44610,AT1G06000,AT1G06040,AT5G65380,AT5G13330,AT1G01720,AT2G19580,AT5G04760,AT2G18010,AT2G28110,AT1G07430,AT5G07000,AT5G53980,AT1G09250,AT2G17880,AT3G20260,AT2G45400,AT5G47610,AT3G13720,AT3G26510,AT4G33660,AT1G11840,AT1G79270,AT1G16730,AT2G16720,AT5G22880,AT1G18370,AT2G16270,AT5G22940,AT2G01570,AT5G47190,AT2G15580,AT1G19050,AT1G53560,AT4G01120,AT5G05860,AT3G15770,AT3G49790,AT5G01840,AT1G73480,AT3G59940,AT3G50560,AT3G03270,AT1G21680,AT5G06760,AT1G63680,AT1G22330,AT3G52060,AT3G52110,AT5G50360,AT1G79520,AT1G23870,AT2G38120,AT3G08670,AT5G01520,AT1G77450,AT3G61630,AT4G01330,AT1G23040,AT2G30140,AT4G02280,AT2G29090,AT3G27170,AT1G35430,AT5G54300,AT4G32890,AT1G27670,AT3G21260,AT2G36080,AT2G42380,AT1G69480,AT5G07010,AT4G30390,AT3G16910,AT5G19120,AT1G48100,AT5G06280,AT1G79700,AT3G06760,AT5G57900,AT5G05690,AT5G14690,AT4G11360,AT1G75440,AT5G03460,AT4G05020,AT5G03210,AT5G58650,AT5G66080,AT5G17850,AT5G02020,AT2G14750,AT2G16440,AT1G70200,AT5G47560,AT4G14930,AT4G38690,AT5G20700,AT1G70000,AT5G52570,AT1G55530,AT1G69850,AT5G53970,AT1G03630,AT3G19580,AT4G35720,AT1G69490,AT5G44260,AT4G22212,AT4G24790,AT4G33470,AT4G31800,AT5G51560,AT1G68780,AT1G60190,AT1G58270,AT5G63800,AT4G29190,AT4G29700
ABF3,MYB3	AT4G29700,AT3G58120,AT5G14780,AT4G27657,AT1G01370,AT1G11210,AT3G14067,AT3G29575,AT1G53180,AT1G56600,AT3G45600,AT1G71970,AT2G29510,AT3G01810,AT1G69260,AT1G07090,AT3G03870,AT5G60850,AT5G61810,AT1G01120,AT2G44080,AT5G06980,AT3G05910,AT2G27830,AT1G30130,AT2G40970,AT2G40900,AT2G22850,AT2G31750,AT2G27050,AT3G10985,AT5G15410,AT2G38820,AT1G05100,AT1G80110,AT1G03610,AT3G14595,AT2G21185,AT5G61820,AT5G37540,AT1G04250,AT2G21180,AT2G43060,AT3G02450,AT4G14550,AT3G17800,AT2G39010,AT3G17100,AT3G44610,AT1G06000,AT1G06040,AT5G65380,AT5G13330,AT1G01720,AT2G19580,AT3G02910,AT3G08970,AT2G28110,AT1G07430,AT5G07000,AT5G53980,AT5G04340,AT5G66690,AT3G20260,AT2G45400,AT5G47610,AT3G13720,AT3G26510,AT4G33660,AT1G11840,AT1G79270,AT1G16730,AT2G16720,AT5G22880,AT1G18370,AT2G16270,AT5G22940,AT5G66230,AT5G47190,AT2G15580,AT1G19050,AT1G53560,AT4G01120,AT5G05860,AT3G15770,AT5G65120,AT5G01840,AT1G73480,AT3G59940,AT3G50560,AT3G03270,AT1G21680,AT5G06760,AT1G63680,AT1G22330,AT3G52060,AT3G52110,AT5G50360,AT1G79520,AT1G23870,AT2G38120,AT3G08670,AT5G01520,AT1G77450,AT3G61630,AT4G01330,AT1G23040,AT3G48350,AT4G02280,AT2G29090,AT2G26550,AT3G04010,AT5G54300,AT1G31710,AT1G27670,AT3G21260,AT2G36080,AT2G42380,AT1G69480,AT5G07010,AT4G30390,AT3G16910,AT5G19120,AT1G48100,AT5G06280,AT1G79700,AT3G06760,AT5G57900,AT5G05690,AT5G14690,AT3G04350,AT1G75440,AT5G03460,AT4G05020,AT5G03210,AT5G58650,AT5G66080,AT5G17850,AT5G02020,AT2G14750,AT2G16440,AT1G70200,AT5G47560,AT4G14930,AT4G38690,AT5G52320,AT1G70000,AT5G52570,AT1G55530,AT1G69850,AT5G53970,AT1G03630,AT3G06030,AT4G35720,AT3G06035,AT5G44260,AT4G22212,AT4G24790,AT4G33470,AT2G41870,AT5G51560,AT1G68780,AT1G60190,AT1G58270,AT5G63800,AT4G29190,AT2G41410,AT4G15550,AT4G27450,AT4G30410,AT1G61667,AT4G27030,AT4G39040,AT4G25260,AT1G08510,AT3G09540,AT5G16715,AT1G68840,AT2G24540,AT4G34830,AT4G21760,AT3G07320,AT1G23030,AT2G22930,AT1G23390,AT3G18170,AT2G33830,AT5G23870,AT1G70940,AT5G55740,AT2G40610,AT1G68620,AT3G05490,AT4G39320,AT5G01740,AT3G02170,AT1G72250,AT5G39610,AT5G25350,AT4G23820,AT5G02230,AT4G13010,AT4G12730,AT1G73830,AT1G74000,AT1G75150,AT5G05740,AT2G40000,AT5G58770,AT1G06550,AT4G05150,AT4G05070,AT1G75490,AT5G48150,AT1G51060,AT2G41010,AT1G49210,AT2G42900,AT5G13930,AT3G23580,AT1G20490,AT5G57340,AT1G06570,AT5G57660,AT4G28040,AT4G04610,AT1G76490,AT5G23210,AT2G19810,AT4G30530,AT5G11420,AT4G02440,AT5G11650,AT1G36060,AT5G17650,AT1G76410,AT5G17780,AT4G36180,AT3G27360,AT1G29490,AT4G39940,AT4G00335,AT3G62650,AT5G09440,AT1G76790,AT1G27290,AT5G63790,AT1G78050,AT2G37470,AT1G64660,AT1G78570,AT4G30130,AT4G15800,AT3G49220,AT4G14010,AT4G37890,AT2G22680,AT1G80180,AT3G52920,AT3G52870,AT5G23820,AT5G54080,AT2G16660,AT1G04020,AT5G18130,AT3G51720,AT2G01830,AT4G24750,AT3G51140,AT3G15450,AT1G04770,AT1G21410,AT5G42800,AT2G01910,AT3G61610,AT2G04550,AT3G50340,AT3G47340,AT3G16340,AT5G01820,AT4G17170,AT5G57910,AT1G71030,AT5G27320,AT3G21710,AT3G57010,AT3G27060,AT2G37260,AT3G25660,AT5G03555,AT1G17190,AT3G54510,AT2G37040,AT2G19760,AT1G17140,AT3G23150,AT3G12500,AT3G20510,AT2G19650,AT3G57060,AT4G34770,AT5G53760,AT1G26800,AT4G01870,AT3G49780,AT5G54490,AT3G61260,AT3G63190,AT1G08560,AT5G23940,AT5G61570,AT3G18680,AT2G45210,AT2G44130,AT1G23000,AT5G57050
ERF035,MYB3	AT5G57050,AT2G18010,AT2G17880,AT5G14780,AT2G30140,AT2G44450,AT1G11210,AT4G32890,AT5G67600,AT1G53180,AT4G31800,AT3G45600,AT2G26910,AT2G47240,AT3G01810,AT1G76240,AT1G07090,AT3G03870,AT5G60850,AT5G62480,AT5G24760,AT5G28500,AT5G43190,AT3G05910,AT2G27830,AT1G30130,AT3G61380,AT5G22340,AT5G48880,AT2G38760,AT3G06770,AT2G44130,AT5G61570,AT1G08560,AT1G05100,AT1G80110,AT3G61260,AT3G49780,AT2G19650,AT5G61820,AT5G37540,AT1G17140,AT2G21180,AT2G43060,AT2G19760,AT2G37040,AT3G54510,AT2G37260,AT5G27320,AT1G71030,AT1G06000,AT1G06040,AT4G17170,AT5G01820,AT3G16340,AT2G19580,AT2G04550,AT2G01830,AT5G18130,AT1G07430,AT2G16660,AT1G80180,AT2G22680,AT5G66690,AT3G20260,AT1G64660,AT2G37470,AT3G13720,AT3G26510,AT4G33660,AT1G11840,AT5G09440,AT5G17780,AT1G76410,AT5G22880,AT4G30530,AT1G76490,AT4G04610,AT1G06570,AT5G57340,AT1G20490,AT5G13930,AT2G42900,AT4G01120,AT2G41010,AT5G48150,AT5G65120,AT5G01840,AT1G73480,AT3G59940,AT4G05070,AT5G58770,AT1G74000,AT5G06760,AT1G63680,AT4G12730,AT1G72250,AT3G02170,AT5G50360,AT5G01740,AT2G40610,AT2G38120,AT1G70940,AT5G01520,AT1G77450,AT3G61630,AT4G01330,AT3G18170,AT3G48350,AT4G02280,AT2G29090,AT2G26550,AT3G04010,AT5G54300,AT1G31710,AT1G23030,AT3G07320,AT3G09540,AT2G42380,AT1G08510,AT5G07010,AT4G39040,AT4G27030,AT4G15550,AT5G63800,AT1G58270,AT1G60190,AT5G51560,AT2G41870,AT5G05690,AT4G24790,AT3G06035,AT3G06030,AT1G70000,AT5G52320,AT4G14930,AT2G16440
